Image_name,Shoulder_L,Shoulder_R,Elbow_L,Elbow_R,Waist_L,Waist_R,Knee_L,Knee_R,Pose_Num,Pose_Name
00000179.jpg,168.18936809158728,164.08184078584273,163.42646765473623,163.49941565634313,68.9229376945661,70.35578412099946,179.2705792532126,178.20357484984876,0,Downward Dog Pose
00000180.jpg,171.65261379067923,176.93521089501024,172.5621966968401,160.2688446744971,76.75790459660924,75.91423555951863,177.8075110740607,176.18137228085976,0,Downward Dog Pose
00000181.bmp,175.67493956526152,175.80358711359742,158.19859051364818,161.8814864356073,79.72807651128805,78.44563308949617,175.94132495276733,174.1395032769733,0,Downward Dog Pose
00000182.jpg,73.70024100530794,68.5460178729567,174.39490581903993,174.61164623526986,106.8575849408631,111.4327280133885,69.24275818964088,72.40454629914001,0,Downward Dog Pose
00000183.jpg,179.9174059152452,175.20576793336937,154.20902372120526,158.9076604941725,81.3785162717696,81.2685427685453,175.12415211460353,172.6272926908039,0,Downward Dog Pose
00000186.png,179.09389923206774,172.76180294399663,176.8428979830826,174.26609679239425,66.89207768547557,71.2681845097533,175.22110595551715,176.02180657713285,0,Downward Dog Pose
00000187.jpg,169.69177464467109,170.18789105385815,165.46502206664957,165.15864229633522,69.29764297035014,71.14779297690592,176.0370369289348,178.65624582505714,0,Downward Dog Pose
00000189.jpg,161.45172924295005,155.62490880569115,172.99890554885806,170.52545525127508,88.77191174364032,91.00226645440776,178.76101702813904,179.87511327288198,0,Downward Dog Pose
00000194.jpg,13.663229340128508,32.21791294502987,165.96375653207352,141.68931539763406,105.41233918520408,90.62567006924724,176.79607288224184,172.9133599209878,0,Downward Dog Pose
00000197.jpg,166.113288457508,166.504526366183,166.43510057505546,172.11750102890556,88.18040668795652,92.30909933443273,178.47361737405922,177.76619073985714,0,Downward Dog Pose
00000198.png,155.32942972553786,155.47947551224357,165.87206240445838,165.79571675628088,89.46865532732413,88.04410007862657,174.2381198810382,175.76542551160708,0,Downward Dog Pose
00000199.jpg,171.65261379067923,176.93521089501024,172.5621966968401,160.2688446744971,76.75790459660924,75.91423555951863,177.8075110740607,176.18137228085976,0,Downward Dog Pose
00000200.jpg,177.2587708886236,173.0755839197367,163.67761158852232,165.81252863803937,71.38544117133091,72.86173120111798,178.28014737132474,176.18475380823523,0,Downward Dog Pose
00000201.jpg,168.18936809158728,164.08184078584273,163.42646765473623,163.49941565634313,68.9229376945661,70.35578412099946,179.2705792532126,178.20357484984876,0,Downward Dog Pose
00000203.png,179.09389923206774,172.76180294399663,176.8428979830826,174.26609679239425,66.89207768547557,71.2681845097533,175.22110595551715,176.02180657713285,0,Downward Dog Pose
00000204.jpg,143.48380834520472,140.45675472056914,175.7855717451941,177.5736641683975,86.18592516570965,90.74095220324877,177.954591511113,172.8326998962749,0,Downward Dog Pose
00000206.jpg,157.39048783980928,158.58885738414983,156.36467069779368,156.07449035390863,81.03423022799967,80.81116392264124,179.39170668291052,177.46923698236478,0,Downward Dog Pose
00000208.jpg,67.03722791463021,64.68995128314029,171.78079075110094,170.7476292722548,173.88910479689244,174.47386031225426,179.1368142530675,178.7294788263354,0,Downward Dog Pose
00000209.jpg,177.02105024739032,169.66722348755573,163.84692560894956,176.3272030357902,68.74760460338257,66.9743736486735,178.5444729852207,177.50607219836598,0,Downward Dog Pose
00000210.jpg,160.2645645446071,156.00870899656715,169.6287186482826,167.52437049492963,86.6213563816079,81.73116721595642,173.64896325875256,178.09413010930868,0,Downward Dog Pose
00000213.jpg,179.3723164436248,179.04712775219923,176.3149581076171,173.94044756303617,79.4934230122418,80.83725920195103,178.73251171856438,177.0479543773034,0,Downward Dog Pose
00000214.jpg,176.34096661760114,179.8035989074086,163.0325222101118,158.27313772889107,71.12634218756534,71.64151037888875,177.11841005098424,178.4925185062065,0,Downward Dog Pose
00000215.jpg,157.6252532658471,15.728883498396547,165.39975683022868,175.937067878649,107.63170903537683,110.71551352035986,174.6952933304472,175.07326697781065,0,Downward Dog Pose
00000216.jpg,158.8417995477306,156.5014343240479,156.23275190312535,168.69277079465024,80.61654323358209,89.87267625511262,142.66466243214566,171.69910214942502,0,Downward Dog Pose
00000217.jpg,172.6442245720332,179.63914961675002,167.37863462712264,162.4031214171612,70.40498800706929,74.63891711873985,175.3394545174197,177.0570660539289,0,Downward Dog Pose
00000218.jpg,171.2513548901853,166.75478491366175,175.64440388222405,174.6566472033177,76.11084884524435,156.47515817184723,168.17509886842936,171.77600972273072,0,Downward Dog Pose
00000219.jpg,48.93277790156981,57.84265460697701,137.0073994043871,144.39744714709977,116.94921252427774,115.42181120666667,82.6565417057807,86.31464218700405,0,Downward Dog Pose
00000222.jpg,166.6607510966366,167.2660748642385,164.6153426077494,163.13636180293946,73.2074908790153,72.0401425081586,172.89627743938215,173.2351032301547,0,Downward Dog Pose
00000223.jpg,178.5202262703755,176.79349710450194,166.62016320137627,162.0026605332858,3.237178304594525,8.976057496351027,179.58184525047508,169.63534252248203,0,Downward Dog Pose
00000225.jpg,144.00289379618718,145.56173302375242,124.5325917867202,158.14560633777882,71.47708433803871,83.857493741366,176.55604896102975,179.83501877905366,0,Downward Dog Pose
00000226.JPG,170.7438661974183,174.71806332831648,164.48608117713204,165.73021524592016,14.075047400833908,65.58999059886499,171.66735425853588,174.6760810430552,0,Downward Dog Pose
00000227.jpg,150.17689868537363,150.11361062740656,163.51064406985745,169.99749351217434,81.78583140143114,81.92216442380217,177.388135281572,176.987342012049,0,Downward Dog Pose
00000228.png,165.31121322668162,164.57821467976189,163.57550863775322,170.56794497326513,71.37842063351242,76.00589924685305,178.825609056795,177.60060610743096,0,Downward Dog Pose
00000229.jpg,172.4635547337569,171.1155612308054,160.43123854256697,164.34421804115007,76.94407346552913,73.60792262092637,169.42333012062477,172.61734760805223,0,Downward Dog Pose
00000230.jpg,173.76745878231372,164.91248234693785,164.11794932424976,166.21907963538305,91.01667730178087,90.16628665945333,175.825982824629,179.75967306437704,0,Downward Dog Pose
00000233.jpg,144.00289379618718,145.56173302375242,124.5325917867202,158.14560633777882,71.47708433803871,83.857493741366,176.55604896102975,179.83501877905366,0,Downward Dog Pose
00000234.jpg,178.5202262703755,176.79349710450194,166.62016320137627,162.0026605332858,3.237178304594525,8.976057496351027,179.58184525047508,169.63534252248203,0,Downward Dog Pose
00000236.JPG,170.7438661974183,174.71806332831648,164.48608117713204,165.73021524592016,14.075047400833908,65.58999059886499,171.66735425853588,174.6760810430552,0,Downward Dog Pose
00000237.jpg,166.6607510966366,167.2660748642385,164.6153426077494,163.13636180293946,73.2074908790153,72.0401425081586,172.89627743938215,173.2351032301547,0,Downward Dog Pose
00000238.jpg,150.17689868537363,150.11361062740656,163.51064406985745,169.99749351217434,81.78583140143114,81.92216442380217,177.388135281572,176.987342012049,0,Downward Dog Pose
00000240.jpg,172.4635547337569,171.1155612308054,160.43123854256697,164.34421804115007,76.94407346552913,73.60792262092637,169.42333012062477,172.61734760805223,0,Downward Dog Pose
00000241.jpg,165.05408734750998,163.32357973751712,166.36853693614705,163.0541658320153,77.95186615142907,79.79100394526519,178.09748320861272,177.40084110281717,0,Downward Dog Pose
00000242.png,165.31121322668162,164.57821467976189,163.57550863775322,170.56794497326513,71.37842063351242,76.00589924685305,178.825609056795,177.60060610743096,0,Downward Dog Pose
00000243.jpg,119.94987247668634,131.45160204960985,165.47532759946642,160.3550507528288,107.86821623860737,14.98633686807706,162.03471581440002,149.28333410094984,0,Downward Dog Pose
00000244.jpg,149.43064601419172,150.91648466999428,171.75222376631186,169.96555407657627,100.34262517771954,97.75505684866033,179.87896587167012,179.02556164066638,0,Downward Dog Pose
00000245.png,160.6970747428345,165.4713038044983,167.98678611416477,172.7164857265534,58.788960780357236,53.74895269691699,135.15840212750027,128.27495429668414,0,Downward Dog Pose
00000246.jpg,156.37119774195364,162.80281547599932,116.83104638546052,107.49201537424791,81.23371289230263,82.6259070953568,179.89237835825293,179.94710436957754,0,Downward Dog Pose
00000247.jpg,172.18586381513248,173.16255746418088,169.30612743437902,172.52054474826286,84.73691283277755,87.86955385025234,176.2381398206884,176.97981125518513,0,Downward Dog Pose
00000248.jpg,165.6727167070255,166.30453564536623,164.15313888341333,162.60468855444586,72.53417500880414,72.34552003959001,172.16521433064835,174.86574668253144,0,Downward Dog Pose
00000250.jpg,175.65046618014514,174.61068824002663,158.908495794852,154.38451567935783,85.06791257173515,89.0491200140635,166.7982349041185,169.47489212897173,0,Downward Dog Pose
00000251.jpg,179.57043286125435,176.04532300087982,165.28130827393207,164.7335499537321,48.595275232786236,45.700265305202905,173.588689703988,170.93849053016064,0,Downward Dog Pose
00000254.jpg,164.14642417994884,171.7311947439126,159.59040124744783,177.490815151576,79.44335072750039,88.81515043768077,176.451791789469,178.60369560900043,0,Downward Dog Pose
00000255.jpg,68.32059822537488,87.83153335418707,152.15122463646557,149.04151980822957,97.25586700545661,88.55274320658447,103.58990008423228,86.51110707749233,0,Downward Dog Pose
00000258.jpg,168.65389041606352,165.94734349977432,170.90661298122922,163.0372182545024,84.28634466057444,76.21155157965487,178.60251476293956,178.21477256939946,0,Downward Dog Pose
00000263.jpg,178.6061352805562,178.3344081624535,165.44466661817842,165.52717326591232,90.58411718057917,93.08427885250718,177.04253432748823,171.07591650037511,0,Downward Dog Pose
00000264.jpg,177.5147533731855,179.1985591424761,167.1981594608956,166.04010665683552,77.78323851345164,82.49660556699234,179.1746864643109,178.11592852315556,0,Downward Dog Pose
00000266.jpg,175.30402514422576,177.52616752195786,170.3793129485139,165.9939201405072,76.98995548566494,76.96985094627394,176.48425785087682,175.95348954035262,0,Downward Dog Pose
00000268.jpg,155.30018249844102,159.27374753971372,160.88414867205896,162.70170318974073,56.81380881230866,56.88096784713498,121.05634322150227,122.84525111463782,0,Downward Dog Pose
00000272.jpg,177.5147533731855,179.1985591424761,167.1981594608956,166.04010665683552,77.78323851345164,82.49660556699234,179.1746864643109,178.11592852315556,0,Downward Dog Pose
00000274.jpg,175.43564717346257,175.9043295651865,164.69915442755,167.5119142310515,62.329918607596014,168.81585388704053,177.2951240142644,172.2677786076786,0,Downward Dog Pose
00000276.jpg,175.30402514422576,177.52616752195786,170.3793129485139,165.9939201405072,76.98995548566494,76.96985094627394,176.48425785087682,175.95348954035262,0,Downward Dog Pose
00000277.jpg,175.15582903220877,171.0562032610342,170.95126063878482,160.43014112018002,76.64734503580364,154.8637469461076,178.30133476919426,172.0928372970416,0,Downward Dog Pose
00000278.jpg,178.03974893162692,176.2686030008395,168.79571420313968,173.08877288097534,96.65572989924542,96.2209499211596,179.11859600341748,178.40562078821196,0,Downward Dog Pose
00000279.jpg,155.30018249844102,159.27374753971372,160.88414867205896,162.70170318974073,56.81380881230866,56.88096784713498,121.05634322150227,122.84525111463782,0,Downward Dog Pose
00000280.jpg,149.9266303233763,174.54613400677016,101.78603884276599,146.475854858965,69.31788871180987,72.31560797344225,172.5630314912369,173.4910435594975,0,Downward Dog Pose
00000283.jpg,174.65382005035076,176.24749446394662,179.10508203646148,179.8282848912018,4.418651482863435,3.876254327459914,32.01304273027571,7.443913498467891,0,Downward Dog Pose
00000284.jpg,142.39004215000756,142.84053582170625,153.99768530886382,155.8736633898324,102.27532516466297,100.45072874386425,167.52446589661494,167.59088217423715,0,Downward Dog Pose
00000285.jpg,165.28706619179422,171.6561084159669,134.32330965972068,180.0,90.36758977802548,91.50853798222744,164.72864099706163,167.69308541033945,0,Downward Dog Pose
00000286.jpg,144.51688743530212,179.78776020272372,169.24236227152122,167.59451260657494,78.00377573571572,82.86286112082203,169.15426538739993,168.07806941960925,0,Downward Dog Pose
00000287.png,179.99511044727117,176.12247908781566,173.00665461319397,162.61175888584145,68.36479078913405,65.01860440073334,175.84261992419638,173.5162366742694,0,Downward Dog Pose
00000288.jpg,171.06440054792094,176.9845189015913,173.16942732618693,176.3122234996644,84.97471556018851,83.00345548487385,179.51673655860327,179.42493620849828,0,Downward Dog Pose
00000289.jpg,156.6094456299921,155.5935705189141,156.365018917682,165.07383497873778,82.57922664718828,95.07830032997593,169.421839056342,170.56498027392428,0,Downward Dog Pose
00000290.png,171.16982639074118,166.54962384363859,155.7499690219586,153.3177797029971,72.94070463690488,75.08181922344701,176.91844727863065,175.52412216265432,0,Downward Dog Pose
00000291.jpg,151.69821293677623,157.1256064392436,161.1287674007875,163.88538628671154,79.37023873293096,84.9697396585452,172.07786523137275,177.78956187210207,0,Downward Dog Pose
00000292.jpg,176.1117905680243,172.14811216372786,167.16903661961445,164.570171549429,62.33982237919718,66.32215797063344,174.18841638318457,176.06756600300488,0,Downward Dog Pose
00000293.jpg,155.23990559140861,158.03531202369655,166.529539454076,171.47178583342946,89.68726687413796,91.50669531098448,172.46138632263938,171.09045697250303,0,Downward Dog Pose
00000294.jpg,170.56834457558287,172.42268832324152,164.46966796314933,158.06151953229354,48.28844022783274,42.81604977232369,143.5646423143647,138.9804674068626,0,Downward Dog Pose
00000295.jpg,166.54443711796625,165.44593045055603,163.9691872308317,168.3910707384553,92.13755261594625,95.54686491852033,177.76796096754722,179.76065526957558,0,Downward Dog Pose
00000297.jpg,163.94713265745042,166.28635348551413,162.78392641220933,157.50694737434645,94.21922203638891,91.66322878226991,176.35327630729853,179.24615166692962,0,Downward Dog Pose
00000298.jpg,125.13804954068938,117.90933958514927,160.06958731319438,147.73429079534762,71.66626660836812,77.4879519762655,131.07536238040717,140.0399515804706,0,Downward Dog Pose
00000299.jpg,169.68409683906842,164.9228179283526,166.67546873810926,158.75418894427068,85.29337768429046,83.21353968488147,170.86008376854917,172.69039132349954,0,Downward Dog Pose
00000301.jpg,170.18942549268746,169.95397936148933,172.88306144316556,174.93678477307628,75.01965912406068,76.25003502692796,178.21914310522965,177.81198079302058,0,Downward Dog Pose
00000303.jpg,173.33752289340373,171.93432501542577,163.5271082852634,157.60538534776413,66.40095827749158,67.01851854122363,177.96582118784582,177.47200657295608,0,Downward Dog Pose
00000304.jpg,171.625740972401,172.42395965989948,168.01337718570045,162.83041484248892,93.72562819334898,96.66665989090137,170.15886824036556,165.96375653207355,0,Downward Dog Pose
00000305.png,3.665184648612268,26.632220876098728,178.97762169978063,173.4555289840587,143.4003634606501,162.3261822161599,162.88945654933858,164.38342709532907,0,Downward Dog Pose
00000306.jpg,172.3160181702661,174.46424910605327,162.61057638707845,160.83675422400157,75.99178773312137,77.0158462328608,172.33482110872256,173.88197707571547,0,Downward Dog Pose
00000308.jpg,169.55354228506252,174.97353256535223,161.11616180427885,171.11633877567147,83.14471003314816,82.75709431970735,176.4754261786972,174.92484394524345,0,Downward Dog Pose
00000309.jpg,169.68409683906842,164.9228179283526,166.67546873810926,158.75418894427068,85.29337768429046,83.21353968488147,170.86008376854917,172.69039132349954,0,Downward Dog Pose
00000310.png,174.19393796122824,177.84580137429333,160.63265245222374,144.0679473857034,83.32502803628222,82.1202587040846,179.2506429104435,179.8283599082732,0,Downward Dog Pose
00000312.jpg,170.18942549268746,169.95397936148933,172.88306144316556,174.93678477307628,75.01965912406068,76.25003502692796,178.21914310522965,177.81198079302058,0,Downward Dog Pose
00000314.jpg,173.33752289340373,171.93432501542577,163.5271082852634,157.60538534776413,66.40095827749158,67.01851854122363,177.96582118784582,177.47200657295608,0,Downward Dog Pose
00000315.jpg,171.625740972401,172.42395965989948,168.01337718570045,162.83041484248892,93.72562819334898,96.66665989090137,170.15886824036556,165.96375653207355,0,Downward Dog Pose
00000316.jpg,172.3160181702661,174.46424910605327,162.61057638707845,160.83675422400157,75.99178773312137,77.0158462328608,172.33482110872256,173.88197707571547,0,Downward Dog Pose
00000319.jpg,168.3675469668045,173.5370088613636,176.55221554210794,167.1580321497879,75.99486266433492,75.10807916536446,175.29417099239623,174.09035553450227,0,Downward Dog Pose
00000323.jpg,170.53752239209663,170.8869535635261,160.94936546812275,161.43399975988677,78.90418027319082,77.75673702797118,171.48694773221948,172.95505834182217,0,Downward Dog Pose
00000324.jpg,169.55354228506252,174.97353256535223,161.11616180427885,171.11633877567147,83.14471003314816,82.75709431970735,176.4754261786972,174.92484394524345,0,Downward Dog Pose
00000325.jpg,177.26990535824118,171.92930482117242,173.60589070483456,167.10103406061648,85.19688657390674,83.5916506594804,176.49226788752827,178.65979721477976,0,Downward Dog Pose
00000326.jpg,176.19197398152664,175.67716344282917,174.63700264005485,169.22074686499818,80.04574816824311,80.26955091856507,174.10155252083368,177.40734820444348,0,Downward Dog Pose
00000327.jpg,146.50319856953803,161.69157827249762,137.55339033244215,138.04788176792908,70.86313562924829,168.08485292873496,179.53084066363024,174.9311991227799,0,Downward Dog Pose
00000328.jpg,165.7671387736881,162.03622295295855,167.38067770656923,164.35775354279127,75.33386573075067,75.11197306928482,175.65614181880528,176.4708483730257,0,Downward Dog Pose
00000329.jpg,158.68449476131164,158.87049479023722,170.58454319468277,172.96403401857822,73.69297685254318,75.8827237840587,178.51035220500157,177.92460109375892,0,Downward Dog Pose
00000330.jpg,31.80187951923886,48.84817946092505,103.36693069631684,165.06858282186246,80.47476919024157,87.26063266683488,174.62176488719354,173.64362127163852,0,Downward Dog Pose
00000331.jpg,167.0263425216882,168.3831415321228,164.5778386812613,171.0825052223226,68.3153027727907,173.59439739370953,175.66736066301576,179.80368149634808,0,Downward Dog Pose
00000332.jpg,157.17060794953966,173.17732648270595,163.45001092092963,175.9386785921486,83.11697524725363,77.20918002399934,175.8633419717119,172.61339552713437,0,Downward Dog Pose
00000333.jpg,164.33727929378185,5.4132093929189,166.02105426827072,179.10988295235376,168.21178988047856,46.449321753718664,174.86494493579264,149.72816251980473,0,Downward Dog Pose
00000334.jpg,174.98438916561344,179.65454539745625,174.0222264076394,167.13538252714758,87.39157009811665,87.51063705515388,162.75432453730596,165.53070894218592,0,Downward Dog Pose
00000335.jpg,171.4203323161382,179.8535106304413,160.97942476227027,169.88886504545493,85.99756159053683,86.8207506463324,178.889534987523,178.29195176702686,0,Downward Dog Pose
00000338.jpg,152.75589853478672,148.21353179682842,178.63697360047064,163.36187439548257,74.57581855459343,82.94961677516318,179.1655307527302,171.58635686313485,0,Downward Dog Pose
00000341.jpg,163.12559039606094,164.33881539848284,164.35147076640183,171.24670962358348,92.63003500343888,91.17744349383285,176.21474374772848,169.92497311776808,0,Downward Dog Pose
00000342.jpg,171.95539352291692,177.49008106108673,170.51591990206592,158.9017803351695,77.26354628190316,76.0744741448758,178.1387347787587,175.60790467952916,0,Downward Dog Pose
00000343.jpg,179.9681306534176,171.62647192211696,170.91079023841604,163.74545403247473,85.57947807127994,90.97853572386985,174.76806294984775,173.4569609635534,0,Downward Dog Pose
00000344.jpg,177.24461631417304,173.46897049985657,171.20178561872711,168.35445581162656,73.00994666148412,75.78542730481779,175.27258961405795,174.98524385386818,0,Downward Dog Pose
00000345.png,169.15969454566945,171.8846887425414,150.94539590092285,162.99896937905584,36.48131127863584,58.449977898402594,133.43220893305192,167.9827481574355,0,Downward Dog Pose
00000346.jpg,177.16351956184698,178.91963161717564,170.3112134396332,170.4505252001273,78.97545287513199,79.90013750845057,177.31804415845852,174.53641198150956,0,Downward Dog Pose
00000347.jpg,177.04830040293018,177.40455834128394,166.17531487850695,169.39399382537465,94.30076209696153,95.38740232829015,179.5071623295773,175.5076260332448,0,Downward Dog Pose
00000348.jpg,172.21170711755553,163.95246608961455,176.90455979374866,170.72057428342669,26.40029149718425,18.565481582367063,154.10198159799853,163.85644265367176,0,Downward Dog Pose
00000349.png,173.980148731351,165.92478360478407,163.82242976627225,154.59482814380576,80.06763200471046,83.41025024434317,178.50453613611649,179.87391706721132,0,Downward Dog Pose
00000351.png,173.980148731351,165.92478360478407,163.82242976627225,154.59482814380576,80.06763200471046,83.41025024434317,178.50453613611649,179.87391706721132,0,Downward Dog Pose
00000352.png,152.32475407051857,149.71877258679814,163.03660317838794,158.97281067857625,82.49564881525225,82.57098601554759,165.74878889280916,168.8113050197411,0,Downward Dog Pose
00000353.jpg,152.8849404287681,152.38098709771427,144.3354654962637,135.62536990354403,70.37883821984227,68.41829521481625,135.1874845977881,138.4192978661482,0,Downward Dog Pose
00000354.jpg,164.06070548614818,162.9587647501941,161.1965523356308,160.42236774581414,62.471360924029064,63.585344121815794,172.4852224557802,175.5598715960683,0,Downward Dog Pose
00000355.jpg,154.87973233276455,158.40832577105274,159.09381457971995,151.81873919054414,86.64588531900114,88.98298875258723,179.49462704872474,163.11201277525163,0,Downward Dog Pose
00000356.jpg,146.20601037604737,141.24516044821016,173.24107734872814,168.2073355668867,101.39069691585429,103.10205310439935,169.01056186389476,171.12553608686716,0,Downward Dog Pose
00000357.jpg,170.47627722596698,169.25853427716856,168.1510347124926,170.79747475421624,77.34424736449606,74.72269083348431,179.0616634882461,177.4341906343596,0,Downward Dog Pose
00000358.jpg,179.81037375371167,174.56853316767254,165.24192409554016,170.8111639226413,81.14510002928513,81.40220664866902,170.27889963446157,169.50868401319136,0,Downward Dog Pose
00000360.jpg,158.64470084198555,158.0990995822694,163.784000540332,164.35519923047906,70.46911779095343,71.46218633335396,174.3690784572183,178.28014737132432,0,Downward Dog Pose
